DR_NO,Date Rptd,Date,Time,AREA,Area Name,Rpt Dist No,Part 1-2,Crm Cd,Crime Description,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Status,Status Desc,Crm Cd 1,LOCATION,Latitude,Longitude,Year,Month,Day,Weekday,Hour,Time_of_Day
200800869,24-11-2020,24-11-2020,2045,8,west la,884,1,761,brandish weapon,62,M,W,203,OTHER BUSINESS,AA,Adult Arrest,761,11000 W  PICO                         BL,34.0383,-118.4325,2020,11,24,Tuesday,20,Evening
200810527,12-06-2020,29-05-2020,1600,8,west la,823,1,310,burglary,66,M,O,118,CONSTRUCTION SITE,IC,Invest Cont,310,15200    DE PAUW                      ST,34.0365,-118.5252,2020,5,29,Friday,16,Afternoon
200916841,04-11-2020,21-10-2020,1900,9,van nuys,985,1,331,theft from motor vehicle - grand ($950.01 and over),65,M,W,108,PARKING LOT,IC,Invest Cont,331,4500    VAN NUYS                     BL,34.1531,-118.4487,2020,10,21,Wednesday,19,Evening
200713742,11-09-2020,11-09-2020,1327,7,wilshire,745,1,440,theft plain - petty ($950 & under),56,F,H,203,OTHER BUSINESS,IC,Invest Cont,440,800 S  LA BREA                      AV,34.0601,-118.3448,2020,9,11,Friday,13,Afternoon
200716526,29-11-2020,29-11-2020,1435,7,wilshire,736,1,440,theft plain - petty ($950 & under),28,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,440,300 S  CLOVERDALE                   AV,34.0686,-118.3462,2020,11,29,Sunday,14,Afternoon
201112555,16-08-2020,12-05-2020,1150,11,northeast,1115,2,354,theft of identity,29,M,F,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,5000    HERMOSA                      AV,34.1377,-118.2073,2020,5,12,Tuesday,11,Morning
201006565,27-02-2020,27-02-2020,1700,10,west valley,1061,2,237,child neglect (see 300 w.i.c.),4,F,H,122,"VEHICLE, PASSENGER/TRUCK",AA,Adult Arrest,237,19700    HENSHAW                      ST,34.1698,-118.5625,2020,2,27,Thursday,17,Evening
200416179,22-12-2020,21-12-2020,2300,4,hollenbeck,402,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,500    MONTECITO                    DR,34.095,-118.2018,2020,12,21,Monday,23,Night
201212005,02-05-2020,01-05-2020,1630,12,77th street,1273,1,420,theft from motor vehicle - petty ($950 & under),0,Unknown,Unknown,101,STREET,IC,Invest Cont,420,1700 W  MANCHESTER                   AV,33.96,-118.3068,2020,5,1,Friday,16,Afternoon
200706375,17-02-2020,08-02-2020,1200,7,wilshire,735,1,440,theft plain - petty ($950 & under),33,M,W,120,STORAGE SHED,IC,Invest Cont,440,5300 W  8TH                          ST,34.0633,-118.3473,2020,2,8,Saturday,12,Afternoon
200712537,08-08-2020,07-08-2020,1900,7,wilshire,758,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,1200    QUEEN ANNE                   PL,34.0499,-118.332,2020,8,7,Friday,19,Evening
200209359,24-04-2020,24-04-2020,1500,2,rampart,202,2,626,intimate partner - simple assault,28,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,626,4200    BURNS                        AV,34.0877,-118.2845,2020,4,24,Friday,15,Afternoon
201208749,09-03-2020,08-03-2020,1930,12,77th street,1256,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,300 W  76TH                         ST,33.9727,-118.285,2020,3,8,Sunday,19,Evening
200218284,06-12-2020,06-12-2020,1130,2,rampart,246,1,440,theft plain - petty ($950 & under),63,F,H,102,SIDEWALK,IC,Invest Cont,440,600 S  ALVARADO                     ST,34.0593,-118.275,2020,12,6,Sunday,11,Morning
200917718,26-11-2020,18-11-2020,1325,9,van nuys,933,1,440,theft plain - petty ($950 & under),45,M,W,707,GARAGE/CARPORT,AO,Adult Other,440,14700    CALVERT                      ST,34.1816,-118.4531,2020,11,18,Wednesday,13,Afternoon
200414827,13-11-2020,13-11-2020,520,4,hollenbeck,457,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,2700    CINCINNATI                   ST,34.0453,-118.2019,2020,11,13,Friday,5,Morning
200910138,26-05-2020,26-05-2020,30,9,van nuys,911,1,230,"assault with deadly weapon, aggravated assault",24,M,B,102,SIDEWALK,IC,Invest Cont,230,SEPULVEDA                    BL,34.1939,-118.4662,2020,5,26,Tuesday,0,Night
200208234,26-03-2020,25-03-2020,1900,2,rampart,245,2,740,"vandalism - felony ($400 & over, all church vandalisms)",22,F,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740,6TH                          ST,34.0601,-118.2761,2020,3,25,Wednesday,19,Evening
200105271,19-01-2020,18-01-2020,2354,1,central,171,1,442,shoplifting - petty theft ($950 & under),0,M,W,102,SIDEWALK,IC,Invest Cont,442,900 W  OLYMPIC                      BL,34.0454,-118.2657,2020,1,18,Saturday,23,Night
201104713,16-01-2020,16-01-2020,1030,11,northeast,1101,1,330,burglary from vehicle,37,F,O,109,PARK/PLAYGROUND,IC,Invest Cont,330,4700    CRYSTAL SPRINGS              DR,34.1516,-118.2859,2020,1,16,Thursday,10,Morning
200308044,06-03-2020,06-03-2020,800,3,southwest,395,1,210,robbery,31,M,H,505,MOTEL,AA,Adult Arrest,210,4100 S  WESTERN                      AV,34.0099,-118.3089,2020,3,6,Friday,8,Morning
201004944,23-01-2020,20-01-2020,1900,10,west valley,1003,1,420,theft from motor vehicle - petty ($950 & under),33,M,H,101,STREET,AA,Adult Arrest,420,18700    LULL                         ST,34.2094,-118.5405,2020,1,20,Monday,19,Evening
201016033,13-12-2020,13-12-2020,1250,10,west valley,1028,1,440,theft plain - petty ($950 & under),63,M,A,101,STREET,IC,Invest Cont,440,HAYVENHURST                  AV,34.1939,-118.4924,2020,12,13,Sunday,12,Afternoon
200516720,16-11-2020,15-11-2020,1225,5,harbor,531,1,341,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",0,X,X,248,CELL PHONE STORE,IC,Invest Cont,341,1600 W  PACIFIC COAST                HY,33.7866,-118.3044,2020,11,15,Sunday,12,Afternoon
200110636,09-04-2020,08-04-2020,942,1,central,153,2,745,vandalism - misdeameanor ($399 or under),0,X,X,203,OTHER BUSINESS,IC,Invest Cont,745,600 S  BROADWAY,34.0467,-118.252,2020,4,8,Wednesday,9,Morning
200316323,26-08-2020,25-08-2020,1500,3,southwest,392,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,AO,Adult Other,510,3000 W  VERNON                       AV,34.0037,-118.3262,2020,8,25,Tuesday,15,Afternoon
200906983,06-03-2020,03-03-2020,1,9,van nuys,952,1,420,theft from motor vehicle - petty ($950 & under),30,F,H,108,PARKING LOT,IC,Invest Cont,420,15300    WEDDINGTON                   ST,34.1667,-118.4662,2020,3,3,Tuesday,0,Night
201114075,28-09-2020,26-09-2020,2200,11,northeast,1128,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,100 S  AVENUE 64,34.1225,-118.1818,2020,9,26,Saturday,22,Night
200409309,28-05-2020,07-05-2020,2300,4,hollenbeck,448,1,420,theft from motor vehicle - petty ($950 & under),0,Unknown,Unknown,101,STREET,IC,Invest Cont,420,1400 N  INDIANA                      ST,34.0591,-118.1965,2020,5,7,Thursday,23,Night
200807907,01-04-2020,01-04-2020,1810,8,west la,833,1,442,shoplifting - petty theft ($950 & under),0,X,X,203,OTHER BUSINESS,IC,Invest Cont,442,1400    WESTWOOD                     BL,34.0554,-118.4418,2020,4,1,Wednesday,18,Evening
201224096,08-11-2020,08-11-2020,613,12,77th street,1242,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,6400    8TH                          AV,33.9807,-118.3265,2020,11,8,Sunday,6,Morning
200912327,14-07-2020,30-06-2020,700,9,van nuys,905,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,VALERIO                      ST,34.2048,-118.4487,2020,6,30,Tuesday,7,Morning
200506555,29-02-2020,29-02-2020,1900,5,harbor,516,2,745,vandalism - misdeameanor ($399 or under),32,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,745,1100 N  FRIES                        AV,33.7848,-118.2652,2020,2,29,Saturday,19,Evening
200709910,01-06-2020,01-06-2020,1150,7,wilshire,779,1,220,attempted robbery,24,F,H,101,STREET,AA,Adult Arrest,220,1600    ARLINGTON                    AV,34.0417,-118.3207,2020,6,1,Monday,11,Morning
200320395,14-11-2020,14-11-2020,1815,3,southwest,315,2,900,violation of court order,30,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,900,2600 S  MANHATTAN                    PL,34.0309,-118.3101,2020,11,14,Saturday,18,Evening
200611872,27-06-2020,26-06-2020,1020,6,hollywood,636,2,354,theft of identity,26,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,1800 N  CAHUENGA                     BL,34.1039,-118.3297,2020,6,26,Friday,10,Morning
201115957,21-11-2020,21-11-2020,1150,11,northeast,1115,2,626,intimate partner - simple assault,32,F,W,503,HOTEL,AO,Adult Other,626,2300    COLORADO                     BL,34.1395,-118.2163,2020,11,21,Saturday,11,Morning
200506551,29-02-2020,29-02-2020,1940,5,harbor,524,1,220,attempted robbery,0,X,X,203,OTHER BUSINESS,IC,Invest Cont,220,1000 W  ANAHEIM                      ST,33.7794,-118.2742,2020,2,29,Saturday,19,Evening
200616934,19-10-2020,18-10-2020,1100,6,hollywood,678,2,812,crm agnst chld (13 or under) (14-15 & susp 10 yrs older),10,F,B,203,OTHER BUSINESS,AA,Adult Arrest,627,1000 N  SERRANO                      AV,34.0885,-118.3064,2020,10,18,Sunday,11,Morning
200219011,25-12-2020,25-12-2020,2330,2,rampart,245,2,626,intimate partner - simple assault,22,F,H,108,PARKING LOT,IC,Invest Cont,626,6TH,34.0617,-118.2795,2020,12,25,Friday,23,Night
201110805,25-06-2020,24-06-2020,1930,11,northeast,1125,2,626,intimate partner - simple assault,21,F,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,626,5000    LINCOLN                      AV,34.1202,-118.205,2020,6,24,Wednesday,19,Evening
200512610,03-08-2020,31-07-2020,1630,5,harbor,517,1,310,burglary,0,X,X,754,MUSEUM,AA,Adult Arrest,310,400 E  M                            ST,33.7891,-118.2586,2020,7,31,Friday,16,Afternoon
200504494,11-01-2020,11-01-2020,1340,5,harbor,565,2,930,criminal threats - no weapon displayed,33,F,H,203,OTHER BUSINESS,AA,Adult Arrest,930,900 S  GRAND                        AV,33.7361,-118.2901,2020,1,11,Saturday,13,Afternoon
201114947,22-10-2020,21-10-2020,2150,11,northeast,1143,2,901,violation of restraining order,55,M,O,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,901,3100    ROWENA                       AV,34.1092,-118.2713,2020,10,21,Wednesday,21,Night
201116163,29-11-2020,28-11-2020,1800,11,northeast,1162,1,341,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",28,M,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,341,4500    LEXINGTON                    AV,34.0935,-118.2869,2020,11,28,Saturday,18,Evening
201104370,09-01-2020,09-01-2020,700,11,northeast,1132,2,814,child pornography,34,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,814,2800    AVENEL                       ST,34.1087,-118.2695,2020,1,9,Thursday,7,Morning
200206394,17-02-2020,13-02-2020,2130,2,rampart,219,1,440,theft plain - petty ($950 & under),36,M,W,203,OTHER BUSINESS,IC,Invest Cont,440,500 N  BEAUDRY                      AV,34.0643,-118.2501,2020,2,13,Thursday,21,Night
201115414,04-11-2020,03-11-2020,1700,11,northeast,1132,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,WAVERLY                      DR,34.109,-118.2653,2020,11,3,Tuesday,17,Evening
200516989,22-11-2020,22-11-2020,1600,5,harbor,564,2,956,"letters, lewd  -  telephone calls, lewd",35,F,W,501,SINGLE FAMILY DWELLING,AO,Adult Other,956,100 N  HARBOR                       BL,33.741,-118.2838,2020,11,22,Sunday,16,Afternoon
200611279,10-06-2020,10-06-2020,1215,6,hollywood,648,1,442,shoplifting - petty theft ($950 & under),0,X,X,403,DRUG STORE,IC,Invest Cont,442,5400 W  SUNSET                       BL,34.1,-118.3113,2020,6,10,Wednesday,12,Afternoon
201208010,26-02-2020,26-02-2020,1600,12,77th street,1245,2,745,vandalism - misdeameanor ($399 or under),56,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,745,1300 W  68TH                         ST,33.9778,-118.2981,2020,2,26,Wednesday,16,Afternoon
200317652,20-09-2020,20-09-2020,1600,3,southwest,355,1,341,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",46,M,H,120,STORAGE SHED,IC,Invest Cont,341,3600    ARLINGTON                    AV,34.0222,-118.3177,2020,9,20,Sunday,16,Afternoon
200704941,20-01-2020,20-01-2020,1945,7,wilshire,765,1,420,theft from motor vehicle - petty ($950 & under),61,F,B,108,PARKING LOT,IC,Invest Cont,420,4600    VENICE                       BL,34.0496,-118.3425,2020,1,20,Monday,19,Evening
200305005,15-01-2020,15-01-2020,1200,3,southwest,355,1,440,theft plain - petty ($950 & under),13,F,H,720,JUNIOR HIGH SCHOOL,IC,Invest Cont,440,1700 W  37TH                         PL,34.0203,-118.3089,2020,1,15,Wednesday,12,Afternoon
201015025,13-11-2020,13-11-2020,230,10,west valley,1083,2,354,theft of identity,59,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,18800    LA AMISTAD                   PL,34.1511,-118.5429,2020,11,13,Friday,2,Night
200104990,14-01-2020,14-01-2020,1630,1,central,132,2,624,battery - simple assault,27,M,B,916,MTA - PURPLE LINE - CIVIC CENTER/GRAND PARK,AA,Adult Arrest,624,100 S  HILL                         ST,34.0547,-118.2505,2020,1,14,Tuesday,16,Afternoon
200411601,09-08-2020,09-08-2020,1325,4,hollenbeck,438,1,440,theft plain - petty ($950 & under),53,M,H,104,DRIVEWAY,IC,Invest Cont,440,3100    VAQUERO                      AV,34.0806,-118.1694,2020,8,9,Sunday,13,Afternoon
200321508,10-12-2020,02-12-2020,2200,3,southwest,356,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,3500 S  WESTERN                      AV,34.0237,-118.3089,2020,12,2,Wednesday,22,Night
200405526,08-02-2020,08-02-2020,1430,4,hollenbeck,424,2,626,intimate partner - simple assault,27,F,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,626,2200    THOMAS                       ST,34.0703,-118.2052,2020,2,8,Saturday,14,Afternoon
201116990,26-12-2020,26-12-2020,1230,11,northeast,1116,2,624,battery - simple assault,48,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,624,5000    SAN RAFAEL                   AV,34.1127,-118.207,2020,12,26,Saturday,12,Afternoon
201104795,20-01-2020,19-01-2020,245,11,northeast,1163,1,761,brandish weapon,41,F,H,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,761,1100 N  NEW HAMPSHIRE                AV,34.0909,-118.2928,2020,1,19,Sunday,2,Night
200204808,16-01-2020,16-01-2020,1445,2,rampart,216,1,440,theft plain - petty ($950 & under),23,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,440,400 N  CORONADO                     ST,34.0732,-118.2728,2020,1,16,Thursday,14,Afternoon
200619817,30-12-2020,29-12-2020,1840,6,hollywood,676,2,625,other assault,36,F,H,142,DRIVE THRU*,IC,Invest Cont,625,5600    MELROSE                      AV,34.0853,-118.3277,2020,12,29,Tuesday,18,Evening
200320114,09-11-2020,09-11-2020,500,3,southwest,335,2,626,intimate partner - simple assault,20,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,626,2300 W  30TH                         ST,34.0274,-118.3194,2020,11,9,Monday,5,Morning
201204632,09-01-2020,09-01-2020,1510,12,77th street,1273,1,761,brandish weapon,30,M,H,101,STREET,IC,Invest Cont,761,94TH                         ST,33.9564,-118.309,2020,1,9,Thursday,15,Afternoon
201222192,08-10-2020,07-10-2020,1830,12,77th street,1268,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,100 W  85TH                         PL,33.9608,-118.2739,2020,10,7,Wednesday,18,Evening
200814276,20-09-2020,20-09-2020,1300,8,west la,836,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,2100 S  BEVERLY GLEN                 BL,34.0514,-118.4215,2020,9,20,Sunday,13,Afternoon
201116411,07-12-2020,14-09-2020,1500,11,northeast,1163,1,310,burglary,44,M,W,221,PUBLIC STORAGE,IC,Invest Cont,310,4700    FOUNTAIN                     AV,34.0955,-118.2922,2020,9,14,Monday,15,Afternoon
200305711,29-01-2020,28-01-2020,2100,3,southwest,397,2,740,"vandalism - felony ($400 & over, all church vandalisms)",52,F,B,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740,4200    VAN BUREN                    PL,34.0073,-118.2969,2020,1,28,Tuesday,21,Night
200316875,05-09-2020,04-09-2020,500,3,southwest,313,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,25TH                         ST,34.0343,-118.3308,2020,9,4,Friday,5,Morning
200321366,07-12-2020,07-12-2020,1600,3,southwest,377,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,3900 S  NORMANDIE                    AV,34.0152,-118.3002,2020,12,7,Monday,16,Afternoon
201219093,22-08-2020,22-08-2020,1420,12,77th street,1273,2,624,battery - simple assault,30,F,B,409,BEAUTY SUPPLY STORE,AO,Adult Other,624,1800 W  MANCHESTER                   AV,33.96,-118.3097,2020,8,22,Saturday,14,Afternoon
201214506,11-06-2020,11-06-2020,1430,12,77th street,1239,1,230,"assault with deadly weapon, aggravated assault",53,M,H,121,YARD (RESIDENTIAL/BUSINESS),IC,Invest Cont,230,5800    BONSALLO                     AV,33.9875,-118.286,2020,6,11,Thursday,14,Afternoon
200709500,21-05-2020,21-05-2020,2250,7,wilshire,752,2,624,battery - simple assault,18,M,O,101,STREET,AO,Adult Other,624,6500    WHITWORTH                    DR,34.057,-118.3724,2020,5,21,Thursday,22,Night
201013950,12-10-2020,12-10-2020,40,10,west valley,1039,2,626,intimate partner - simple assault,29,F,H,101,STREET,AA,Adult Arrest,626,16100    VICTORY                      BL,34.1903,-118.48,2020,10,12,Monday,0,Night
201007698,31-03-2020,20-03-2020,2104,10,west valley,1006,2,354,theft of identity,31,F,O,732,POST OFFICE,IC,Invest Cont,354,7700    ENCINO                       AV,34.2103,-118.5142,2020,3,20,Friday,21,Night
200313309,26-06-2020,26-06-2020,1845,3,southwest,356,1,210,robbery,49,F,B,101,STREET,IC,Invest Cont,210,35TH                         PL,34.0237,-118.3089,2020,6,26,Friday,18,Evening
201004369,10-01-2020,10-01-2020,400,10,west valley,1029,1,236,intimate partner - aggravated assault,40,F,H,506,ABANDONED BUILDING ABANDONED HOUSE,IC,Invest Cont,236,6800    HASKELL                      AV,34.1939,-118.4749,2020,1,10,Friday,4,Night
200310296,22-04-2020,22-04-2020,1945,3,southwest,391,1,210,robbery,49,M,B,109,PARK/PLAYGROUND,IC,Invest Cont,210,4000 S  LA BREA                      AV,34.0123,-118.3556,2020,4,22,Wednesday,19,Evening
200218258,05-12-2020,05-12-2020,2230,2,rampart,246,2,626,intimate partner - simple assault,29,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,626,300 S  WESTLAKE                     AV,34.0608,-118.2726,2020,12,5,Saturday,22,Night
201218117,07-08-2020,07-08-2020,830,12,77th street,1213,1,350,"theft, person",41,F,B,103,ALLEY,IC,Invest Cont,350,WESTERN,33.9933,-118.3089,2020,8,7,Friday,8,Morning
200714564,04-10-2020,03-10-2020,1225,7,wilshire,729,1,480,bike - stolen,50,F,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,480,200 S  RIMPAU                       BL,34.0689,-118.3303,2020,10,3,Saturday,12,Afternoon
200515243,14-10-2020,04-10-2020,1100,5,harbor,509,1,440,theft plain - petty ($950 & under),37,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,440,1600    252ND                        ST,33.8016,-118.3042,2020,10,4,Sunday,11,Morning
200309393,03-04-2020,03-04-2020,1340,3,southwest,356,1,210,robbery,53,F,H,108,PARKING LOT,AA,Adult Arrest,210,1700 W  JEFFERSON                    BL,34.0256,-118.3061,2020,4,3,Friday,13,Afternoon
200204706,15-01-2020,14-01-2020,1200,2,rampart,245,1,510,vehicle - stolen,0,Unknown,Unknown,108,PARKING LOT,IC,Invest Cont,510,600 S  CORONADO                     ST,34.062,-118.2804,2020,1,14,Tuesday,12,Afternoon
200110276,07-04-2020,06-04-2020,2200,1,central,111,2,740,"vandalism - felony ($400 & over, all church vandalisms)",0,X,X,717,HEALTH SPA/GYM,IC,Invest Cont,740,800    YALE                         ST,34.0632,-118.2408,2020,4,6,Monday,22,Night
200321705,14-12-2020,13-12-2020,1300,3,southwest,396,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,AA,Adult Arrest,510,4100    MENLO                        AV,34.0092,-118.29,2020,12,13,Sunday,13,Afternoon
201107830,29-03-2020,29-03-2020,1900,11,northeast,1148,2,946,other miscellaneous crime,24,M,W,102,SIDEWALK,IC,Invest Cont,946,4000    SEA VIEW                     AV,34.1074,-118.217,2020,3,29,Sunday,19,Evening
201106043,15-02-2020,10-02-2020,1100,11,northeast,1176,1,310,burglary,34,F,W,120,STORAGE SHED,IC,Invest Cont,310,2200    DUVALL                       ST,34.0864,-118.2304,2020,2,10,Monday,11,Morning
200210906,02-06-2020,26-05-2020,1730,2,rampart,249,1,420,theft from motor vehicle - petty ($950 & under),30,M,H,707,GARAGE/CARPORT,IC,Invest Cont,420,1000    INGRAHAM                     ST,34.0515,-118.2615,2020,5,26,Tuesday,17,Evening
200122015,06-12-2020,06-12-2020,1730,1,central,127,1,480,bike - stolen,50,M,H,102,SIDEWALK,IC,Invest Cont,480,1ST                          ST,34.0507,-118.2414,2020,12,6,Sunday,17,Evening
201210682,10-04-2020,10-04-2020,1320,12,77th street,1239,2,626,intimate partner - simple assault,21,F,H,102,SIDEWALK,IC,Invest Cont,626,VERMONT                      AV,33.9875,-118.2915,2020,4,10,Friday,13,Afternoon
201110383,13-06-2020,11-06-2020,1200,11,northeast,1135,1,480,bike - stolen,41,M,O,101,STREET,IC,Invest Cont,480,VERDUGO,34.123,-118.2313,2020,6,11,Thursday,12,Afternoon
201012391,24-08-2020,16-08-2020,1120,10,west valley,1061,2,354,theft of identity,56,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,19400    COLLIER                      ST,34.1667,-118.5555,2020,8,16,Sunday,11,Morning
201305980,04-02-2020,18-01-2020,250,13,newton,1377,1,210,robbery,38,M,H,102,SIDEWALK,IC,Invest Cont,210,1600 E  SLAUSON                      AV,33.9896,-118.2451,2020,1,18,Saturday,2,Night
201000509,11-01-2020,11-01-2020,430,10,west valley,1031,1,251,shots fired at inhabited dwelling,68,M,O,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,251,19500    VICTORY                      BL,34.1866,-118.5582,2020,1,11,Saturday,4,Night
201309257,11-04-2020,11-04-2020,2000,13,newton,1347,1,210,robbery,19,F,H,101,STREET,IC,Invest Cont,210,27TH                         ST,34.0129,-118.2454,2020,4,11,Saturday,20,Evening
201009865,10-06-2020,09-06-2020,1500,10,west valley,1017,1,420,theft from motor vehicle - petty ($950 & under),0,Unknown,Unknown,101,STREET,IC,Invest Cont,420,7400    WHITE OAK                    AV,34.2048,-118.5186,2020,6,9,Tuesday,15,Afternoon
200217715,22-11-2020,20-11-2020,2140,2,rampart,256,1,420,theft from motor vehicle - petty ($950 & under),0,Unknown,Unknown,101,STREET,IC,Invest Cont,420,600 S  BURLINGTON                   AV,34.0572,-118.272,2020,11,20,Friday,21,Night
200122644,22-12-2020,22-12-2020,315,1,central,153,1,761,brandish weapon,64,F,B,101,STREET,IC,Invest Cont,761,7TH,34.0452,-118.2533,2020,12,22,Tuesday,3,Night
201307930,10-03-2020,10-03-2020,1900,13,newton,1373,1,441,theft plain - attempt,27,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,441,1000 E  55TH                         ST,33.9925,-118.2579,2020,3,10,Tuesday,19,Evening
201204785,11-01-2020,11-01-2020,1600,12,77th street,1215,2,624,battery - simple assault,25,M,H,102,SIDEWALK,IC,Invest Cont,624,DENKER                       AV,33.9915,-118.3045,2020,1,11,Saturday,16,Afternoon
201308123,13-03-2020,10-03-2020,1200,13,newton,1321,1,230,"assault with deadly weapon, aggravated assault",23,M,H,101,STREET,AO,Adult Other,230,22ND,34.0288,-118.2675,2020,3,10,Tuesday,12,Afternoon
200804589,14-01-2020,14-01-2020,1600,8,west la,899,2,625,other assault,56,M,A,102,SIDEWALK,IC,Invest Cont,625,8500    VENICE                       BL,34.0351,-118.3779,2020,1,14,Tuesday,16,Afternoon
200507745,30-03-2020,30-03-2020,343,5,harbor,555,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,500    UPLAND                       AV,33.7493,-118.2876,2020,3,30,Monday,3,Night
200310943,05-05-2020,05-05-2020,1850,3,southwest,301,1,230,"assault with deadly weapon, aggravated assault",36,M,H,101,STREET,IC,Invest Cont,230,2500 S  BURNSIDE                     AV,34.0334,-118.36,2020,5,5,Tuesday,18,Evening
200218535,13-12-2020,12-12-2020,2230,2,rampart,235,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,ALVARADO,34.0677,-118.2731,2020,12,12,Saturday,22,Night
201014445,26-10-2020,02-10-2020,800,10,west valley,1011,2,354,theft of identity,35,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,7500    CALVIN                       AV,34.2066,-118.5557,2020,10,2,Friday,8,Morning
201205991,28-01-2020,28-01-2020,1430,12,77th street,1265,2,624,battery - simple assault,36,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,624,1200 W  84TH                         PL,33.9618,-118.2959,2020,1,28,Tuesday,14,Afternoon
200807858,30-03-2020,30-03-2020,2130,8,west la,889,1,210,robbery,63,M,O,101,STREET,IC,Invest Cont,210,1900 S  GARTH                        AV,34.043,-118.3785,2020,3,30,Monday,21,Night
200313981,10-07-2020,09-07-2020,2200,3,southwest,392,2,740,"vandalism - felony ($400 & over, all church vandalisms)",78,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,740,4800    5TH                          AV,33.995,-118.3226,2020,7,9,Thursday,22,Night
200117301,02-09-2020,01-09-2020,2345,1,central,134,1,761,brandish weapon,27,M,H,101,STREET,IC,Invest Cont,761,300 S  SPRING                       ST,34.0502,-118.2487,2020,9,1,Tuesday,23,Night
201306222,08-02-2020,08-02-2020,1530,13,newton,1341,2,626,intimate partner - simple assault,55,F,B,101,STREET,IC,Invest Cont,626,39TH                         ST,34.0121,-118.2768,2020,2,8,Saturday,15,Afternoon
201008614,01-05-2020,04-04-2020,1545,10,west valley,1031,1,761,brandish weapon,69,F,W,101,STREET,AO,Adult Other,761,HAYNES                       ST,34.1863,-118.5578,2020,4,4,Saturday,15,Afternoon
200800727,27-07-2020,27-07-2020,1945,8,west la,855,1,341,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",0,X,X,301,GAS STATION,IC,Invest Cont,341,10900    SANTA MONICA                 BL,34.0503,-118.4352,2020,7,27,Monday,19,Evening
