DR_NO,Date Rptd,Date,Time,AREA,Area Name,Rpt Dist No,Part 1-2,Crm Cd,Crime Description,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Status,Status Desc,Crm Cd 1,LOCATION,Latitude,Longitude,Year,Month,Day,Weekday,Hour,Time_of_Day
200407868,15-04-2020,15-04-2020,1800,4,hollenbeck,489,2,626,intimate partner - simple assault,40,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,626,2900    THE MALL                     ST,34.0245,-118.2143,2020,4,15,Wednesday,18,Evening
200517364,02-12-2020,02-12-2020,1900,5,harbor,563,2,626,intimate partner - simple assault,34,F,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,626,1000 W  13TH                         ST,33.7325,-118.2995,2020,12,2,Wednesday,19,Evening
201211384,22-04-2020,22-04-2020,1535,12,77th street,1258,1,236,intimate partner - aggravated assault,23,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,236,200 W  78TH                         ST,33.9689,-118.2756,2020,4,22,Wednesday,15,Afternoon
200414918,15-11-2020,13-11-2020,1330,4,hollenbeck,429,1,440,theft plain - petty ($950 & under),36,M,H,710,OTHER PREMISE,IC,Invest Cont,440,3500    LIFUR                        AV,34.0863,-118.1676,2020,11,13,Friday,13,Afternoon
201012981,11-09-2020,11-09-2020,1500,10,west valley,1025,2,626,intimate partner - simple assault,59,F,W,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,626,6900    ETIWANDA                     AV,34.1959,-118.5317,2020,9,11,Friday,15,Afternoon
201205875,27-01-2020,27-01-2020,1400,12,77th street,1232,1,230,"assault with deadly weapon, aggravated assault",59,M,B,108,PARKING LOT,IC,Invest Cont,230,CRENSHAW,33.989,-118.3308,2020,1,27,Monday,14,Afternoon
200907921,28-03-2020,25-03-2020,1200,9,van nuys,941,2,624,battery - simple assault,61,F,H,108,PARKING LOT,IC,Invest Cont,624,5600    VAN NUYS                     BL,34.1721,-118.4485,2020,3,25,Wednesday,12,Afternoon
200122553,19-12-2020,19-12-2020,1612,1,central,191,1,440,theft plain - petty ($950 & under),28,M,H,203,OTHER BUSINESS,IC,Invest Cont,440,1700 S  FIGUEROA                     ST,34.0362,-118.2709,2020,12,19,Saturday,16,Afternoon
200218333,07-12-2020,07-12-2020,1700,2,rampart,251,2,626,intimate partner - simple assault,25,F,W,101,STREET,AO,Adult Other,434,WILSHIRE,34.0609,-118.2823,2020,12,7,Monday,17,Evening
200517445,02-11-2020,02-11-2020,2145,5,harbor,514,1,310,burglary,0,X,X,221,PUBLIC STORAGE,AA,Adult Arrest,310,1200 W  PACIFIC COAST                HY,33.7904,-118.278,2020,11,2,Monday,21,Night
200613236,29-07-2020,29-07-2020,1030,6,hollywood,667,2,860,battery with sexual contact,0,F,H,101,STREET,IC,Invest Cont,860,1200 N  BEACHWOOD                    DR,34.0926,-118.3212,2020,7,29,Wednesday,10,Morning
201117063,29-12-2020,28-12-2020,1700,11,northeast,1124,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,CHAPMAN                      ST,34.121,-118.2441,2020,12,28,Monday,17,Evening
201205521,22-01-2020,22-01-2020,630,12,77th street,1245,2,626,intimate partner - simple assault,65,M,B,501,SINGLE FAMILY DWELLING,AO,Adult Other,626,1200 W  64TH                         ST,33.9814,-118.2958,2020,1,22,Wednesday,6,Morning
200804446,11-01-2020,10-01-2020,2340,8,west la,858,2,930,criminal threats - no weapon displayed,66,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,745,1700 S  ROBERTSON                    BL,34.0521,-118.3864,2020,1,10,Friday,23,Night
200307531,27-02-2020,27-02-2020,359,3,southwest,329,2,740,"vandalism - felony ($400 & over, all church vandalisms)",0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,740,500 W  27TH                         ST,34.0268,-118.2753,2020,2,27,Thursday,3,Night
200108903,10-03-2020,08-03-2020,2000,1,central,162,1,420,theft from motor vehicle - petty ($950 & under),0,Unknown,Unknown,108,PARKING LOT,IC,Invest Cont,420,700 S  GRAND                        AV,34.0473,-118.2566,2020,3,8,Sunday,20,Evening
200905364,30-01-2020,28-01-2020,1450,9,van nuys,998,2,649,document forgery / stolen felony,25,M,H,602,BANK,IC,Invest Cont,649,12900    VENTURA                      BL,34.1451,-118.4137,2020,1,28,Tuesday,14,Afternoon
200212656,16-07-2020,16-07-2020,852,2,rampart,201,2,901,violation of restraining order,37,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,901,900 N  MARIPOSA                     AV,34.0868,-118.2991,2020,7,16,Thursday,8,Morning
201110632,19-06-2020,02-03-2020,1,11,northeast,1158,1,341,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",92,F,W,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,341,3900    WEST POINT                   DR,34.0933,-118.2141,2020,3,2,Monday,0,Night
200616266,04-10-2020,03-10-2020,600,6,hollywood,669,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,AA,Adult Arrest,510,1200 N  HARVARD                      BL,34.0941,-118.3036,2020,10,3,Saturday,6,Morning
201112609,18-08-2020,16-08-2020,2235,11,northeast,1177,2,664,"bunco, petty theft",21,M,B,301,GAS STATION,IC,Invest Cont,664,2600 N  FIGUEROA                     ST,34.0884,-118.2258,2020,8,16,Sunday,22,Night
201222889,19-10-2020,19-10-2020,1915,12,77th street,1257,2,753,discharge firearms/shots fired,0,X,X,101,STREET,IC,Invest Cont,753,76TH                         ST,33.9693,-118.285,2020,10,19,Monday,19,Evening
201218349,11-08-2020,07-08-2020,800,12,77th street,1249,1,210,robbery,26,F,B,108,PARKING LOT,IC,Invest Cont,210,FLORENCE                     AV,33.9747,-118.2827,2020,8,7,Friday,8,Morning
200406554,05-03-2020,05-03-2020,1800,4,hollenbeck,499,1,440,theft plain - petty ($950 & under),36,F,H,402,MARKET,IC,Invest Cont,440,3600 E  OLYMPIC                      BL,34.0188,-118.201,2020,3,5,Thursday,18,Evening
200905375,01-02-2020,31-01-2020,2210,9,van nuys,906,2,624,battery - simple assault,22,F,W,108,PARKING LOT,IC,Invest Cont,624,7200    VAN NUYS                     BL,34.2012,-118.4487,2020,1,31,Friday,22,Night
200307870,04-03-2020,16-02-2020,800,3,southwest,311,2,354,theft of identity,61,M,H,301,GAS STATION,IC,Invest Cont,354,1800    MOUNTAIN VIEW                AV,34.0291,-118.3669,2020,2,16,Sunday,8,Morning
200508747,27-04-2020,26-04-2020,1800,5,harbor,511,1,510,vehicle - stolen,0,Unknown,Unknown,103,ALLEY,IC,Invest Cont,510,253RD                        ST,33.7948,-118.3043,2020,4,26,Sunday,18,Evening
200116883,24-08-2020,24-08-2020,2245,1,central,124,1,231,assault with deadly weapon on police officer,0,M,W,726,POLICE FACILITY,IC,Invest Cont,231,100 W  1ST                          ST,34.0522,-118.2434,2020,8,24,Monday,22,Night
201008888,10-05-2020,10-05-2020,1615,10,west valley,1003,2,624,battery - simple assault,34,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,624,7800    RESEDA                       BL,34.2148,-118.5404,2020,5,10,Sunday,16,Afternoon
200321125,01-12-2020,01-12-2020,1600,3,southwest,379,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,JA,Juv Arrest,510,38TH,34.0173,-118.2931,2020,12,1,Tuesday,16,Afternoon
201012508,28-08-2020,28-08-2020,500,10,west valley,1004,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,7600    RESEDA                       BL,34.2084,-118.536,2020,8,28,Friday,5,Morning
200900635,09-03-2020,09-03-2020,1330,9,van nuys,964,1,442,shoplifting - petty theft ($950 & under),22,F,H,404,DEPARTMENT STORE,AA,Adult Arrest,442,14000    RIVERSIDE                    DR,34.1576,-118.438,2020,3,9,Monday,13,Afternoon
201106414,23-02-2020,23-02-2020,1535,11,northeast,1176,2,624,battery - simple assault,26,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,624,1100    CRYSTAL                      ST,34.092,-118.2344,2020,2,23,Sunday,15,Afternoon
200911911,03-07-2020,03-07-2020,920,9,van nuys,933,2,624,battery - simple assault,31,M,B,301,GAS STATION,AO,Adult Other,624,6100    VAN NUYS                     BL,34.1831,-118.4523,2020,7,3,Friday,9,Morning
201016196,17-12-2020,17-12-2020,700,10,west valley,1015,2,740,"vandalism - felony ($400 & over, all church vandalisms)",0,M,W,230,DAY CARE/ADULTS*,IC,Invest Cont,740,18300    SHERMAN                      WY,34.2012,-118.5247,2020,12,17,Thursday,7,Morning
200313339,27-06-2020,27-06-2020,1400,3,southwest,337,2,624,battery - simple assault,55,M,H,108,PARKING LOT,IC,Invest Cont,624,1400 W  JEFFERSON                    BL,34.0255,-118.2972,2020,6,27,Saturday,14,Afternoon
201200628,07-04-2020,07-04-2020,740,12,77th street,1268,1,310,burglary,0,X,X,118,CONSTRUCTION SITE,AO,Adult Other,310,MAIN                         ST,33.9679,-118.2739,2020,4,7,Tuesday,7,Morning
201113100,31-08-2020,31-08-2020,1740,11,northeast,1177,1,510,vehicle - stolen,0,Unknown,Unknown,108,PARKING LOT,IC,Invest Cont,510,2000 N  FIGUEROA                     ST,34.0884,-118.2258,2020,8,31,Monday,17,Evening
200116219,11-08-2020,09-08-2020,1417,1,central,162,2,740,"vandalism - felony ($400 & over, all church vandalisms)",0,X,X,108,PARKING LOT,IC,Invest Cont,740,800 S  FLOWER                       ST,34.0468,-118.2605,2020,8,9,Sunday,14,Afternoon
201214088,04-06-2020,03-06-2020,2300,12,77th street,1207,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,800 W  50TH                         ST,33.9979,-118.2871,2020,6,3,Wednesday,23,Night
200113793,22-06-2020,21-06-2020,100,1,central,176,1,230,"assault with deadly weapon, aggravated assault",39,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,230,700 S  LOS ANGELES                  ST,34.0433,-118.2504,2020,6,21,Sunday,1,Night
200119889,23-10-2020,23-10-2020,1800,1,central,127,2,745,vandalism - misdeameanor ($399 or under),0,M,O,726,POLICE FACILITY,IC,Invest Cont,745,100 N  LOS ANGELES                  ST,34.0515,-118.2424,2020,10,23,Friday,18,Evening
200405848,16-02-2020,16-02-2020,1330,4,hollenbeck,428,2,745,vandalism - misdeameanor ($399 or under),49,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,745,3100    BUDAU                        AV,34.0808,-118.1738,2020,2,16,Sunday,13,Afternoon
200612949,22-07-2020,22-07-2020,500,6,hollywood,631,2,624,battery - simple assault,26,F,W,101,STREET,IC,Invest Cont,624,1500    BLUE JAY                     WY,34.0995,-118.3867,2020,7,22,Wednesday,5,Morning
201221850,01-10-2020,01-10-2020,930,12,77th street,1248,2,745,vandalism - misdeameanor ($399 or under),65,M,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,745,6300 S  VERMONT                      AV,33.981,-118.2914,2020,10,1,Thursday,9,Morning
200212053,02-07-2020,02-07-2020,307,2,rampart,216,2,740,"vandalism - felony ($400 & over, all church vandalisms)",0,X,X,202,LIQUOR STORE,IC,Invest Cont,740,2200 W  SUNSET                       BL,34.0778,-118.2659,2020,7,2,Thursday,3,Night
200716844,06-12-2020,06-12-2020,1400,7,wilshire,724,1,331,theft from motor vehicle - grand ($950.01 and over),39,M,F,108,PARKING LOT,IC,Invest Cont,331,100    THE GROVE                    DR,34.0747,-118.3563,2020,12,6,Sunday,14,Afternoon
200818015,29-12-2020,29-12-2020,330,8,west la,886,1,330,burglary from vehicle,33,F,O,101,STREET,IC,Invest Cont,330,2700    MONTE MAR                    TR,34.044,-118.4017,2020,12,29,Tuesday,3,Night
200707745,26-03-2020,25-03-2020,1500,7,wilshire,702,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,600 N  GARDNER                      ST,34.0818,-118.3532,2020,3,25,Wednesday,15,Afternoon
201107718,25-03-2020,25-03-2020,700,11,northeast,1139,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,6300    ARROYO GLEN                  ST,34.1128,-118.1845,2020,3,25,Wednesday,7,Morning
201216375,11-07-2020,11-07-2020,1830,12,77th street,1208,2,745,vandalism - misdeameanor ($399 or under),69,M,B,501,SINGLE FAMILY DWELLING,AO,Adult Other,745,500 W  47TH                         ST,34.0006,-118.2871,2020,7,11,Saturday,18,Evening
201223546,29-10-2020,28-10-2020,1500,12,77th street,1253,1,440,theft plain - petty ($950 & under),29,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,440,1800 W  78TH                         ST,33.9691,-118.3096,2020,10,28,Wednesday,15,Afternoon
200308524,13-03-2020,13-03-2020,1530,3,southwest,395,1,236,intimate partner - aggravated assault,36,F,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,236,1900 W  41ST                         ST,34.0099,-118.3171,2020,3,13,Friday,15,Afternoon
201305190,22-01-2020,22-01-2020,900,13,newton,1377,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,57TH                         ST,33.9913,-118.2422,2020,1,22,Wednesday,9,Morning
200511278,01-07-2020,29-06-2020,1200,5,harbor,562,1,420,theft from motor vehicle - petty ($950 & under),0,Unknown,Unknown,101,STREET,IC,Invest Cont,420,1500    LE GRANDE                    TR,33.7298,-118.3067,2020,6,29,Monday,12,Afternoon
201213973,01-06-2020,01-06-2020,2200,12,77th street,1213,1,761,brandish weapon,27,M,B,108,PARKING LOT,IC,Invest Cont,761,5700 S  WESTERN                      AV,33.9907,-118.3089,2020,6,1,Monday,22,Night
200707672,21-03-2020,21-03-2020,2055,7,wilshire,782,2,626,intimate partner - simple assault,47,F,W,102,SIDEWALK,AO,Adult Other,626,VENICE                       BL,34.0368,-118.3754,2020,3,21,Saturday,20,Evening
200715535,01-11-2020,01-11-2020,500,7,wilshire,774,2,626,intimate partner - simple assault,33,M,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,626,1700 S  MANSFIELD                    AV,34.0427,-118.3478,2020,11,1,Sunday,5,Morning
200809111,06-05-2020,05-05-2020,1900,8,west la,849,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,AO,Adult Other,510,900 S  WOOSTER                      ST,34.0594,-118.3824,2020,5,5,Tuesday,19,Evening
201113645,15-09-2020,15-09-2020,730,11,northeast,1171,2,745,vandalism - misdeameanor ($399 or under),76,M,W,102,SIDEWALK,IC,Invest Cont,745,1600    ROTARY                       DR,34.0885,-118.2714,2020,9,15,Tuesday,7,Morning
200713810,13-09-2020,09-09-2020,1922,7,wilshire,763,1,310,burglary,28,M,W,221,PUBLIC STORAGE,AA,Adult Arrest,310,5500    AIRDROME                     ST,34.0455,-118.3676,2020,9,9,Wednesday,19,Evening
201307500,03-03-2020,03-03-2020,1600,13,newton,1307,2,930,criminal threats - no weapon displayed,52,M,W,503,HOTEL,IC,Invest Cont,930,800 E  7TH                          ST,34.0396,-118.2451,2020,3,3,Tuesday,16,Afternoon
201107044,08-03-2020,06-03-2020,2100,11,northeast,1181,1,510,vehicle - stolen,0,Unknown,Unknown,108,PARKING LOT,IC,Invest Cont,510,2700 W  SUNSET                       BL,34.0808,-118.2655,2020,3,6,Friday,21,Night
200517299,01-12-2020,01-12-2020,1830,5,harbor,514,2,624,battery - simple assault,56,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,624,900 N  WILMINGTON                   BL,33.7897,-118.2787,2020,12,1,Tuesday,18,Evening
200913309,09-08-2020,09-08-2020,1900,9,van nuys,901,1,420,theft from motor vehicle - petty ($950 & under),0,Unknown,Unknown,108,PARKING LOT,IC,Invest Cont,420,7300 N  SEPULVEDA                    BL,34.2085,-118.4698,2020,8,9,Sunday,19,Evening
200812307,24-07-2020,23-07-2020,2130,8,west la,835,2,745,vandalism - misdeameanor ($399 or under),0,X,X,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),IC,Invest Cont,745,1900    WESTWOOD                     BL,34.047,-118.4344,2020,7,23,Thursday,21,Night
200115935,06-08-2020,06-08-2020,1600,1,central,162,2,624,battery - simple assault,29,M,B,903,MTA - RED LINE - 7TH AND METRO CENTER,AO,Adult Other,624,600 W  7TH                          ST,34.0473,-118.2566,2020,8,6,Thursday,16,Afternoon
200100760,02-05-2020,02-05-2020,910,1,central,166,2,624,battery - simple assault,68,M,W,102,SIDEWALK,IC,Invest Cont,624,600 S  SAN PEDRO                    ST,34.0421,-118.2469,2020,5,2,Saturday,9,Morning
200317348,14-09-2020,14-09-2020,2130,3,southwest,326,2,901,violation of restraining order,57,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,901,2600 S  HARVARD                      BL,34.0322,-118.3067,2020,9,14,Monday,21,Night
200318166,01-10-2020,01-10-2020,900,3,southwest,396,2,740,"vandalism - felony ($400 & over, all church vandalisms)",34,M,B,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740,800 W  43RD                         ST,34.0055,-118.2894,2020,10,1,Thursday,9,Morning
200914883,19-09-2020,18-09-2020,2110,9,van nuys,914,2,624,battery - simple assault,40,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,624,14600    VANOWEN                      ST,34.1976,-118.4574,2020,9,18,Friday,21,Night
201221350,25-09-2020,25-09-2020,30,12,77th street,1249,2,626,intimate partner - simple assault,26,F,H,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,626,6900 S  FIGUEROA                     ST,33.9769,-118.2827,2020,9,25,Friday,0,Night
200717221,18-12-2020,17-12-2020,2210,7,wilshire,743,1,210,robbery,58,M,H,101,STREET,IC,Invest Cont,210,8TH,34.0592,-118.3575,2020,12,17,Thursday,22,Night
200206908,26-02-2020,25-02-2020,1500,2,rampart,281,2,627,child abuse (physical) - simple assault,7,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,627,1200 S  LAKE                         ST,34.0493,-118.2828,2020,2,25,Tuesday,15,Afternoon
200316325,26-08-2020,25-08-2020,1200,3,southwest,361,1,420,theft from motor vehicle - petty ($950 & under),0,Unknown,Unknown,108,PARKING LOT,IC,Invest Cont,420,4000    NICOLET                      AV,34.0171,-118.3531,2020,8,25,Tuesday,12,Afternoon
201212547,09-05-2020,09-05-2020,2015,12,77th street,1265,2,946,other miscellaneous crime,33,M,B,518,TRANSITIONAL HOUSING/HALFWAY HOUSE,IC,Invest Cont,946,8400 S  NORMANDIE                    AV,33.9625,-118.3003,2020,5,9,Saturday,20,Evening
200516940,20-11-2020,20-11-2020,2100,5,harbor,526,2,626,intimate partner - simple assault,25,F,H,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,626,300 W  OPP                          ST,33.7827,-118.2662,2020,11,20,Friday,21,Night
200506139,20-02-2020,22-01-2020,1,5,harbor,585,2,649,document forgery / stolen felony,29,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,649,700 W  19TH                         ST,33.727,-118.2924,2020,1,22,Wednesday,0,Night
201007556,26-03-2020,20-03-2020,1700,10,west valley,1018,1,310,burglary,0,M,W,702,OFFICE BUILDING/OFFICE,IC,Invest Cont,310,7600    GLORIA                       AV,34.2085,-118.4793,2020,3,20,Friday,17,Evening
200411542,07-08-2020,07-08-2020,430,4,hollenbeck,418,2,740,"vandalism - felony ($400 & over, all church vandalisms)",67,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,740,4600    HARRIMAN                     AV,34.0976,-118.1785,2020,8,7,Friday,4,Night
200708139,09-04-2020,09-04-2020,1700,7,wilshire,777,2,649,document forgery / stolen felony,0,F,H,210,RESTAURANT/FAST FOOD,IC,Invest Cont,649,1600    CRENSHAW                     BL,34.0429,-118.3329,2020,4,9,Thursday,17,Evening
200909544,10-05-2020,10-05-2020,300,9,van nuys,939,1,420,theft from motor vehicle - petty ($950 & under),30,M,W,104,DRIVEWAY,IC,Invest Cont,420,5500    WORSTER                      AV,34.1781,-118.4179,2020,5,10,Sunday,3,Night
201225715,03-12-2020,03-12-2020,2230,12,77th street,1235,2,624,battery - simple assault,63,F,B,514,GROUP HOME,IC,Invest Cont,624,1200 W  59TH                         PL,33.9867,-118.2965,2020,12,3,Thursday,22,Night
200317977,28-09-2020,25-09-2020,1500,3,southwest,358,1,310,burglary,19,X,X,508,FRAT HOUSE/SORORITY/DORMITORY,AA,Adult Arrest,310,3700    MCCLINTOCK                   AV,34.0193,-118.2908,2020,9,25,Friday,15,Afternoon
200504956,23-01-2020,23-01-2020,210,5,harbor,562,1,330,burglary from vehicle,55,M,W,101,STREET,AO,Adult Other,330,1200    AVERILL                      AV,33.7334,-118.3078,2020,1,23,Thursday,2,Night
200100630,25-02-2020,25-02-2020,2250,1,central,155,2,623,battery police (simple),25,M,B,102,SIDEWALK,AA,Adult Arrest,623,6TH                          ST,34.0439,-118.2479,2020,2,25,Tuesday,22,Night
200604143,05-01-2020,04-01-2020,2100,6,hollywood,666,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,6200    LA MIRADA                    AV,34.0935,-118.3245,2020,1,4,Saturday,21,Night
200512821,10-08-2020,09-08-2020,1400,5,harbor,583,1,510,vehicle - stolen,0,Unknown,Unknown,108,PARKING LOT,IC,Invest Cont,510,2400 S  WESTERN                      AV,33.7232,-118.3126,2020,8,9,Sunday,14,Afternoon
200812917,12-08-2020,11-08-2020,1600,8,west la,813,2,930,criminal threats - no weapon displayed,20,F,W,501,SINGLE FAMILY DWELLING,AO,Adult Other,930,700 N  TIGERTAIL                    RD,34.0736,-118.4819,2020,8,11,Tuesday,16,Afternoon
200917352,17-11-2020,16-11-2020,1700,9,van nuys,923,1,230,"assault with deadly weapon, aggravated assault",18,M,H,102,SIDEWALK,IC,Invest Cont,230,15000    VICTORY                      BL,34.1903,-118.4574,2020,11,16,Monday,17,Evening
200913001,01-08-2020,30-07-2020,1800,9,van nuys,933,1,330,burglary from vehicle,46,F,O,123,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,330,14600    ERWIN                        ST,34.1836,-118.4531,2020,7,30,Thursday,18,Evening
200110908,24-04-2020,24-04-2020,105,1,central,118,2,745,vandalism - misdeameanor ($399 or under),84,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,745,200    LEROY                        ST,34.0649,-118.2289,2020,4,24,Friday,1,Night
200504814,19-01-2020,19-01-2020,2000,5,harbor,558,1,251,shots fired at inhabited dwelling,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,251,600 N  HARBOR                       BL,33.7485,-118.2803,2020,1,19,Sunday,20,Evening
